company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country
温州鹿城康欣医学美容门诊部,https://www.linkedin.com/company/%e6%b8%a9%e5%b7%9e%e9%b9%bf%e5%9f%8e%e5%ba%b7%e6%ac%a3%e5%8c%bb%e5%ad%a6%e7%be%8e%e5%ae%b9%e9%97%a8%e8%af%8a%e9%83%a8,kxyxmr.com,Hospitals and Health Care,Privately Held,201-500,-,-,-,-,US
St Marys Hsptl Med Ctr,https://www.linkedin.com/company/st-marys-hsptl-med-ctr,-,Hospitals and Health Care,-,501-1000,-,-,Green Bay,Wisconsin,US
"CRANBURY HEALTHCARE CENTER, INC",https://www.linkedin.com/company/cranbury-healthcare-center-inc,-,Hospitals and Health Care,-,201-500,-,-,Cranbury,New Jersey,US
King Farm Presbyterian Retirement,https://www.linkedin.com/company/king-farm-presbyterian-retirement,inglesideatkingfarm.org,Hospitals and Health Care,-,201-500,-,-,Rockville,Maryland,US
Mannex Healthcare,https://www.linkedin.com/company/mannex-healthcare,-,Hospitals and Health Care,Public Company,201-500,-,-,-,-,US
Easter Seal Society Of Mahoning Trumbull And Columiana Counties,https://www.linkedin.com/company/easter-seal-society-of-mahoning-trumbull-and-columiana-counties,-,Hospitals and Health Care,-,201-500,-,-,Youngstown,Ohio,US
Semberono,https://www.linkedin.com/company/semberono,semberono.com,Hospitals and Health Care,Partnership,1001-5000,-,-,-,-,US
Datapulse Market Research,https://www.linkedin.com/company/datapulse-market-research,-,Hospitals and Health Care,Self-Employed,201-500,-,-,-,-,US
Vali Division Of Wasatch-Lakecrest,https://www.linkedin.com/company/vali-division-of-wasatch-lakecrest,-,Hospitals and Health Care,-,201-500,-,-,Woods Cross,Utah,US
Snoqualmie Valley Health,https://www.linkedin.com/company/snoqualmie-valley-hospital,snoqualmievalleyhealth.org,Hospitals and Health Care,Government Agency,201-500,278,1983,Snoqualmie,Washington,US
Sanatorio Anchorena Itoiz,https://www.linkedin.com/company/sanatorio-anchorena-itoiz,itoiz.com.ar,Hospitals and Health Care,Sole Proprietorship,1001-5000,31,-,-,-,US
United Indian Health Services,https://www.linkedin.com/company/united-indian-health-services,uihs.org,Hospitals and Health Care,Nonprofit,201-500,259,1970,Arcata,California,US
Granville Health System,https://www.linkedin.com/company/granville-health-system,ghshospital.org,Hospitals and Health Care,Nonprofit,501-1000,352,1920,Oxford,North Carolina,US
Tomah Health,https://www.linkedin.com/company/tomah-health,tomahhealth.org,Hospitals and Health Care,Nonprofit,201-500,217,1952,Tomah,Wisconsin,US
My Community Dental Centers,https://www.linkedin.com/company/my-community-dental-centers,mydental.org,Hospitals and Health Care,Nonprofit,201-500,145,2006,Petoskey,Michigan,US
Houston HIMSS,https://www.linkedin.com/company/houston-himss,himsschapter.org,Hospitals and Health Care,Nonprofit,1001-5000,3,1980,Houston,Texas,US
North County Health Services (NCHS),https://www.linkedin.com/company/north-county-health-services,truecare.org,Hospitals and Health Care,Nonprofit,501-1000,194,1971,San Marcos,California,US
UT Southwestern Advanced Practice Providers,https://www.linkedin.com/company/ut-southwestern-advanced-practice-providers,utsouthwestern.edu,Hospitals and Health Care,Government Agency,1001-5000,8,2014,Dallas,Texas,US
Women in Health Administration of Southern California,https://www.linkedin.com/company/women-in-health-administration-of-southern-california,whasocal.org,Hospitals and Health Care,Nonprofit,201-500,1,1981,-,-,US
Primrose Health,https://www.linkedin.com/company/primrose-health,primrose.health,Hospitals and Health Care,Privately Held,201-500,180,2003,Birmingham,Alabama,US
Frost-Arnett Company,https://www.linkedin.com/company/frost-arnett-company,frost-arnett.com,Hospitals and Health Care,Privately Held,201-500,258,1893,Nashville,Tennessee,US
Croí Health,https://www.linkedin.com/company/croi-health,nvna.org,Hospitals and Health Care,Nonprofit,201-500,187,1920,Norwell,Massachusetts,US
Children’s Hospital of New Jersey at Newark Beth Israel Medical Center,https://www.linkedin.com/company/childrens-hospital-at-newark-beth-israel-medical-center,rwjbh.org,Hospitals and Health Care,Nonprofit,501-1000,142,1901,Newark,New Jersey,US
Ivinson Memorial Hospital,https://www.linkedin.com/company/ivinson-memorial-hospital,ivinsonhospital.org,Hospitals and Health Care,Nonprofit,501-1000,354,1917,Laramie,Wyoming,US
Faxton St. Luke's Healthcare,https://www.linkedin.com/company/faxton-st-luke's-healthcare,mvhealthsystem.org,Hospitals and Health Care,Nonprofit,1001-5000,564,-,Utica,New York,US
Saint Francis Hospital,https://www.linkedin.com/company/saint-francis-hospital_2,stfrancishospital.com,Hospitals and Health Care,Nonprofit,501-1000,455,1913,Charleston,West Virginia,US
Nathan Adelson Hospice,https://www.linkedin.com/company/nathan-adelson-hospice,nah.org,Hospitals and Health Care,Nonprofit,201-500,213,1978,Las Vegas,Nevada,US
Broadlane,https://www.linkedin.com/company/broadlane,medassets.com,Hospitals and Health Care,Privately Held,501-1000,173,1998,Dallas,-,US
LECOM Medical Center and Behavioral Health Pavilion,https://www.linkedin.com/company/millcreek-community-hospital,lecomhealth.com,Hospitals and Health Care,Nonprofit,501-1000,340,1950,Erie,Pennsylvania,US
Wooster Community Hospital Health System,https://www.linkedin.com/company/wooster-community-hospital-health-system,woosterhospital.org,Hospitals and Health Care,Government Agency,1001-5000,321,1950,Wooster,Ohio,US
Regional Health Systems,https://www.linkedin.com/company/regionalhealthsystems,rhs.care,Hospitals and Health Care,Nonprofit,201-500,263,2009,Merrillville,Indiana,US
Trinity Hospice,https://www.linkedin.com/company/trinityhospice,trinityhospice.com,Hospitals and Health Care,Partnership,201-500,224,2016,San Antonio,Texas,US
Crisp Regional Health Services,https://www.linkedin.com/company/crisp-regional-health-services-careers,crispregional.org,Hospitals and Health Care,Nonprofit,501-1000,398,1952,Cordele,Georgia,US
Terry Reilly Health Services,https://www.linkedin.com/company/terry-reilly-health-services,trhs.org,Hospitals and Health Care,Nonprofit,201-500,311,1971,Nampa,Idaho,US
One Community Health Sacramento,https://www.linkedin.com/company/onecommunityhealthsacramento,onecommunityhealth.com,Hospitals and Health Care,Nonprofit,201-500,258,1989,Sacramento,California,US
QSL Management,https://www.linkedin.com/company/qsl-management,blakeseniorliving.com,Hospitals and Health Care,Privately Held,1001-5000,255,2020,Pensacola,Florida,US
Crosstex International,https://www.linkedin.com/company/crosstex-international,crosstex.com,Hospitals and Health Care,Public Company,201-500,84,-,Hauppauge,New York,US
University of Colorado Anschutz Cancer Center,https://www.linkedin.com/company/university-of-colorado-cancer-center,cuanschutz.edu,Hospitals and Health Care,Public Company,501-1000,98,1985,Aurora,Colorado,US
Caring INC,https://www.linkedin.com/company/caring-inc,caringinc.net,Hospitals and Health Care,Nonprofit,501-1000,147,1977,Atlantic City,New Jersey,US
"Community Health Systems, Inc. (FQHC)",https://www.linkedin.com/company/communityhealthsystems-california,chsica.org,Hospitals and Health Care,Nonprofit,501-1000,198,1974,Moreno Valley,California,US
Star Dental Partners,https://www.linkedin.com/company/star-dental-partners,stardentalpartners.com,Hospitals and Health Care,Privately Held,501-1000,147,-,Plano,Texas,US
HIMSS South Florida Chapter,https://www.linkedin.com/company/himss-south-florida-chapter,himss.org,Hospitals and Health Care,Nonprofit,501-1000,23,2012,Miramar,Florida,US
North Carolina HFMA (NCHFMA),https://www.linkedin.com/company/hfma-north-carolina-chapter,hfma.org,Hospitals and Health Care,Nonprofit,501-1000,9,-,-,North Carolina,US
Ozarks Healthcare,https://www.linkedin.com/company/ozarks-healthcare,ozarkshealthcare.com,Hospitals and Health Care,Nonprofit,1001-5000,635,1959,West Plains,Missouri,US
Borland Groover,https://www.linkedin.com/company/borlandgroover,borlandgroover.com,Hospitals and Health Care,Privately Held,501-1000,471,1947,Jacksonville,Florida,US
Ogden Clinic,https://www.linkedin.com/company/ogden-clinic,ogdenclinic.com,Hospitals and Health Care,Privately Held,501-1000,689,1950,South Ogden,Utah,US
Deenanath Mangeshkar Hospital,https://www.linkedin.com/company/deenanath-mangeshkar-hospital,sihspune.org,Hospitals and Health Care,Privately Held,1001-5000,618,-,-,-,US
Frisbie Memorial Hospital,https://www.linkedin.com/company/frisbie-memorial-hospital,frisbiehospital.com,Hospitals and Health Care,Nonprofit,1001-5000,427,-,Rochester,New Hampshire,US
MountainView Regional Medical Center,https://www.linkedin.com/company/mountainview-regional-medical-center,mountainviewregional.com,Hospitals and Health Care,Public Company,1001-5000,500,2002,Las Cruces,New Mexicio,US
"University of Toledo Physicians, LLC",https://www.linkedin.com/company/university-of-toledo-physicians-llc,utoledophysicians.com,Hospitals and Health Care,Nonprofit,501-1000,273,1973,Toledo,Ohio,US
Angels Care Home Health,https://www.linkedin.com/company/angels-care-home-health,angelscarehealth.com,Hospitals and Health Care,Privately Held,1001-5000,759,1999,Mansfield,Texas,US
Arcare,https://www.linkedin.com/company/arcare,arcare.net,Hospitals and Health Care,Nonprofit,1001-5000,889,1986,Augusta,Arkansas,US
Lima Memorial Health System,https://www.linkedin.com/company/lima-memorial-health-system,limamemorial.org,Hospitals and Health Care,Nonprofit,1001-5000,874,1899,Lima,Ohio,US
Accolade Healthcare,https://www.linkedin.com/company/accolade-healthcare,accoladehc.com,Hospitals and Health Care,Privately Held,501-1000,168,2017,Olivette,Missouri,US
Community Health Care,https://www.linkedin.com/company/community-health-care,commhealth.org,Hospitals and Health Care,Nonprofit,201-500,716,1969,Tacoma,Washington,US
Christian Care Communities,https://www.linkedin.com/company/christian-care-communities,christiancarecommunities.org,Hospitals and Health Care,Nonprofit,501-1000,331,1884,Louisville,Kentucky,US
CalvertHealth,https://www.linkedin.com/company/calverthealth,calverthealthmedicine.org,Hospitals and Health Care,Nonprofit,1001-5000,708,1919,Prince Frederick,Maryland,US
Choice Health at Home,https://www.linkedin.com/company/choicehealthathome,choicehealthathome.com,Hospitals and Health Care,Privately Held,1001-5000,331,2012,Tyler,Texas,US
WashU Medicine Mallinckrodt Institute of Radiology,https://www.linkedin.com/company/washumedmir,washu.edu,Hospitals and Health Care,Educational Institution,501-1000,111,1931,St. Louis,Missouri,US
Deer River Health Care Center Inc,https://www.linkedin.com/company/deer-river-health-care-center-inc,drhc.org,Hospitals and Health Care,-,201-500,9,-,Deer River,Minnesota,US
"CLINTON AREA CARE CENTER, INC",https://www.linkedin.com/company/clinton-area-care-center-inc,clintonareacarecenter.com,Hospitals and Health Care,-,201-500,8,1982,Saint Johns,Michigan,US
Camden-Clark Physician Corporation,https://www.linkedin.com/company/camden-clark-physician-corporation,-,Hospitals and Health Care,-,201-500,8,2012,Parkersburg,West Virginia,US
SEVEN HILLS BEHAVIORAL INSTITUTE,https://www.linkedin.com/company/seven-hills-behavioral-institute,-,Hospitals and Health Care,-,201-500,8,-,Henderson,Nevada,US
Ascension St Clares Hospital Inc,https://www.linkedin.com/company/ascension-st-clares-hospital-inc,-,Hospitals and Health Care,-,501-1000,8,-,Weston,Wisconsin,US
"Bear Hill Nursing Center, Inc",https://www.linkedin.com/company/bear-hill-nursing-center-inc,-,Hospitals and Health Care,-,201-500,8,-,Auburndale,Massachusetts,US
Healthsouth Deaconess Rehabilitation Hospital,https://www.linkedin.com/company/healthsouth-deaconess-rehabilitation-hospital,-,Hospitals and Health Care,-,201-500,8,-,Evansville,Indiana,US
Hickman Community Hospital,https://www.linkedin.com/company/hickman-community-hospital,hickmanhospital.com,Hospitals and Health Care,-,201-500,7,-,Centerville,Tennessee,US
ST FRANCIS-EASTSIDE,https://www.linkedin.com/company/st-francis-eastside,-,Hospitals and Health Care,-,201-500,7,-,Greenville,South Carolina,US
Paris Regional Medical Center - South Campus,https://www.linkedin.com/company/paris-regional-medical-center---south-campus,-,Hospitals and Health Care,-,1001-5000,7,-,Paris,Texas,US
NORTHERN CALIFORNIA PRESBYTERIAN HOMES AND SERVICES,https://www.linkedin.com/company/northern-california-presbyterian-homes-and-services,ncphs.org,Hospitals and Health Care,-,501-1000,7,1958,San Francisco,California,US
Kindred Rehabilitation Hospital Clear Lake,https://www.linkedin.com/company/kindred-rehabilitation-hospital-clear-lake,-,Hospitals and Health Care,-,201-500,7,-,Webster,Texas,US
ST. ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,https://www.linkedin.com/company/st.-rose-dominican-hospitals---rose-de-lima-campus,-,Hospitals and Health Care,-,201-500,6,-,Henderson,Nevada,US
MEDS HOLDINGS LLC,https://www.linkedin.com/company/meds-holdings-llc,appone.com,Hospitals and Health Care,-,201-500,6,-,LOUISVILLE,Kentucky,US
"BUFFALO EMERGENCY ASSOCIATES, LLP",https://www.linkedin.com/company/buffalo-emergency-associates-llp,-,Hospitals and Health Care,-,201-500,6,-,Amherst,New York,US
Best You Medical,https://www.linkedin.com/company/best-you-medical,bestyoumedical.com,Hospitals and Health Care,Public Company,201-500,6,-,Fort Myers,Florida,US
The Arc of Fayette and Lamar Counties,https://www.linkedin.com/company/the-arc-of-fayette-lamar-marengo-counties-inc,-,Hospitals and Health Care,-,201-500,5,-,Fayette,Alabama,US
Bolivar Community Action Agency Inc,https://www.linkedin.com/company/bolivar-community-action-agency-inc,-,Hospitals and Health Care,-,201-500,5,1695,Cleveland,Mississippi,US
Homestead Autism Services,https://www.linkedin.com/company/homestead-autism-services,thehomestead.org,Hospitals and Health Care,-,201-500,5,-,Altoona,Iowa,US
WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL INC,https://www.linkedin.com/company/wellmont-hawkins-county-memorial-hospital-inc,-,Hospitals and Health Care,-,201-500,5,1961,Kingsport,Tennessee,US
VICTOR C NEUMANN ASSOCIATION,https://www.linkedin.com/company/victor-c-neumann-association,-,Hospitals and Health Care,-,501-1000,5,1958,Chicago,Illinois,US
WING MEMORIAL HOSPITAL AND MEDICAL CENTERS,https://www.linkedin.com/company/wing-memorial-hospital-and-medical-centers,-,Hospitals and Health Care,-,201-500,5,-,Palmer,Massachusetts,US
ALLIANCE HOME SERVICES INC,https://www.linkedin.com/company/alliance-home-services-inc,-,Hospitals and Health Care,-,501-1000,5,-,Bronx,New York,US
"KALAMAZOO AREA CHRISTIAN RETIREMENT ASSOCIATION, INC",https://www.linkedin.com/company/kalamazoo-area-christian-retirement-association-inc,parkvillagepines.org,Hospitals and Health Care,-,201-500,4,-,Kalamazoo,Michigan,US
"Redding Life Care, Llc D B A Meadow Ridge",https://www.linkedin.com/company/redding-life-care-llc-d-b-a-meadow-ridge,-,Hospitals and Health Care,-,201-500,4,-,Redding,Connecticut,US
Enable Healthcare,https://www.linkedin.com/company/enable-healthcare-inc,ehiehr.com,Hospitals and Health Care,Privately Held,501-1000,195,2008,East Hanover,New Jersey,US
Bonaventure Senior Living,https://www.linkedin.com/company/bonaventure-senior-living,bonaventuresenior.com,Hospitals and Health Care,Privately Held,1001-5000,665,1999,Salem,Oregon,US
Hilco Vision,https://www.linkedin.com/company/the-hilsinger-company,hilcovision.com,Hospitals and Health Care,Privately Held,201-500,271,1956,Mansfield,Massachusetts,US
Horizon Health Services,https://www.linkedin.com/company/horizon-health-services,horizon-health.org,Hospitals and Health Care,Nonprofit,501-1000,695,1975,Getzville,New York,US
"WorkCare, Inc.",https://www.linkedin.com/company/workcare-inc-,workcare.com,Hospitals and Health Care,Privately Held,501-1000,487,1984,Orange,California,US
Data Innovations LLC,https://www.linkedin.com/company/data-innovations-inc-,datainnovations.com,Hospitals and Health Care,Privately Held,201-500,308,1989,Colchester,Vermont,US
Vitality Living,https://www.linkedin.com/company/vitality-senior-living,vitalityseniorliving.com,Hospitals and Health Care,Privately Held,1001-5000,344,2016,Brentwood,Tennessee,US
Humboldt Park Health,https://www.linkedin.com/company/humboldtparkhealth,hph.care,Hospitals and Health Care,Nonprofit,501-1000,492,1894,Chicago,Illinois,US
Senior Living Residences,https://www.linkedin.com/company/senior-living-residences,seniorlivingresidences.com,Hospitals and Health Care,Privately Held,1001-5000,216,1990,Braintree,Massachusetts,US
Millennia,https://www.linkedin.com/company/millenniapay,millenniapay.com,Hospitals and Health Care,Privately Held,201-500,157,-,Cary,North Carolina,US
Northwest Medical Center,https://www.linkedin.com/company/northwest-medical-center,northwestmed.com,Hospitals and Health Care,Nonprofit,501-1000,1745,-,-,-,US
Gentle Dental Careers,https://www.linkedin.com/company/gentledentalcareers,interdent.com,Hospitals and Health Care,Privately Held,1001-5000,522,1978,Inglewood,California,US
"PrimeCare Medical, Inc.",https://www.linkedin.com/company/primecare-medical-inc-,primecaremedical.com,Hospitals and Health Care,Privately Held,1001-5000,767,1986,Harrisburg,Pennsylvania,US
